,Name
1187,Balshan Griffin
1188,Balthor the Defiled
1189,Balthor the Stout
1190,Balustrade Spy
1191,Bamboozle
1192,Band Together
1193,Bandage
1194,Bane Alley Blackguard
1195,Bane Alley Broker
1196,Bane of Bala Ged
1197,Bane of Hanweir
1198,Bane of Progress
1199,Bane of the Living
1200,Banefire
1201,Baneful Omen
1202,Banehound
1203,Baneslayer Angel
1204,Banewasp Affliction
1205,Banewhip Punisher
1206,Banisher Priest
1207,Banishing Knack
1208,Banishing Light
1209,Banishing Stroke
1210,Banishment Decree
1211,Bankrupt in Blood
1212,Banners Raised
1213,Banshee
1214,Banshee of the Dread Choir
1215,Banshee's Blade
1216,Bant Battlemage
1217,Bant Charm
1218,Bant Panorama
1219,Bant Sojourners
1220,Bant Sureblade
1221,Bar the Door
1222,"Baral, Chief of Compliance"
1223,Baral's Expertise
1224,Barbarian Bully
1225,Barbarian General
1226,Barbarian Guides
1227,Barbarian Horde
1228,Barbarian Lunatic
1229,Barbarian Outcast
1230,Barbarian Riftcutter
1231,Barbarian Ring
1232,Barbary Apes
1233,Barbed Battlegear
1234,Barbed Field
1235,Barbed Foliage
1236,Barbed Lightning
1237,Barbed Sextant
1238,Barbed Shocker
1239,Barbed Sliver
1240,Barbed Wire
1241,Barbed-Back Wurm
1242,Barbtooth Wurm
1243,Bargain
1244,Bargaining Table
1245,Barging Sergeant
1246,Barishi
1247,Barkhide Mauler
1248,Barkhide Troll
1249,Barkshell Blessing
1250,Barktooth Warbeard
1251,Barl's Cage
1252,Baron Sengir
1253,Baron Von Count
1254,Barony Vampire
1255,Barrage of Boulders
1256,Barrage of Expendables
1257,Barrage Ogre
1258,Barrage Tyrant
1259,Barrel Down Sokenzan
1260,Barreling Attack
1261,Barren Glory
1262,Barren Moor
1263,Barrenton Cragtreads
1264,Barrenton Medic
1265,Barricade Breaker
1266,Barrier of Bones
1267,"Barrin, Master Wizard"
1268,Barrin's Codex
1269,Barrin's Spite
1270,Barrin's Unmaking
1271,Barrow Ghoul
1272,Bartel Runeaxe
1273,Barter in Blood
1274,Bartizan Bats
1275,"Baru, Fist of Krosa"
1276,Basal Sliver
1277,Basal Thrull
1278,Basalt Gargoyle
1279,Basalt Golem
1280,Basalt Monolith
1281,"Basandra, Battle Seraph"
1282,Bash to Bits
1283,Basilica Bell-Haunt
1284,Basilica Guards
1285,Basilica Screecher
1286,Basilisk Collar
1287,Basking Rootwalla
1288,Bassara Tower Archer
1289,Bastion Enforcer
1290,Bastion Inventor
1291,Bastion Mastodon
1292,Bastion Protector
1293,Bathe in Dragonfire
1294,Bathe in Light
1295,Baton of Courage
1296,Baton of Morale
1297,Battalion Foot Soldier
1298,Battered Golem
1299,Batterhorn
1300,Battering Craghorn
1301,Battering Krasis
1302,Battering Ram
1303,Battering Sliver
1304,Battering Wurm
1305,Batterskull
1306,Assault // Battery (Battery)
1307,Battle at the Bridge
1308,Battle Brawler
1309,Battle Cry
1310,Battle Frenzy
1311,Battle Hurda
1312,Battle Hymn
1313,Battle Mastery
1314,Battle of Wits
1315,Battle Rampart
1316,Battle Screech
1317,Battle Sliver
1318,Battle Squadron
1319,Battle Strain
1320,Battlefield Forge
1321,Battlefield Medic
1322,Battlefield Percher
1323,Battlefield Promotion
1324,Battlefield Scavenger
1325,Battlefield Scrounger
1326,Battlefield Thaumaturge
1327,Battleflight Eagle
1328,Battlefront Krushok
1329,Battlegate Mimic
1330,Battlegrace Angel
1331,Battleground Geist
1332,Battlegrowth
1333,Battle-Mad Ronin
1334,Battle-Rattle Shaman
1335,Battletide Alchemist
1336,Battlewand Oak
1337,Battlewise Aven
1338,Battlewise Hoplite
1339,Battlewise Valor
1340,Batwing Brume
1341,Bay Falcon
1342,Bayou
1343,Bayou Dragonfly
1344,Bazaar Krovod
1345,Bazaar of Baghdad
1346,Bazaar of Wonders
1347,Bazaar Trademage
1348,Bazaar Trader
1349,Beacon Behemoth
1350,Beacon Bolt
1351,Beacon Hawk
1352,Beacon of Creation
1353,Beacon of Destiny
1354,Beacon of Destruction
1355,Beacon of Immortality
1356,Beacon of Tomorrows
1357,Beacon of Unrest
1358,Beamsplitter Mage
1359,Bear Cub
1360,Bear Umbra
1361,Bearer of Overwhelming Truths
1362,Bearer of Silence
1363,Bearer of the Heavens
1364,Bear's Companion
1365,Bearscape
1366,Beast
1367,Beast Attack
1368,Beast Hunt
1369,Beast in Show
1370,Beast of Burden
1371,Beast Walkers
1372,Beast Whisperer
1373,Beast Within
1374,Beastbreaker of Bala Ged
1375,Beastcaller Savant
1376,Beastmaster Ascension
1377,Beastmaster's Magemark
1378,Beasts of Bogardan
1379,Beck // Call (Beck)
1380,Beckon Apparition
1381,Become Immense
1382,Bedeck // Bedazzle (Bedazzle)
1383,Bedeck // Bedazzle (Bedeck)
1384,Bedevil
1385,Bedlam
1386,Bedlam Reveler
1387,Bee Sting
1388,Bee-Bee Gun
1389,Beetleback Chief
1390,Beetleform Mage
1391,Befoul
1392,Befuddle
1393,Beguiler of Wills
1394,Behemoth Sledge
1395,Behemoth's Herald
1396,Behind the Scenes
1397,Behold the Beyond
1398,Belbe's Armor
1399,Belbe's Percher
1400,Belbe's Portal
1401,Belfry Spirit
1402,Reason // Believe (Believe)
1403,Belligerent Brontodon
1404,Belligerent Hatchling
1405,Belligerent Sliver
1406,Belligerent Whiptail
1407,Bellowing Aegisaur
1408,Bellowing Elk
1409,Bellowing Fiend
1410,Bellowing Saddlebrute
1411,Bellowing Tanglewurm
1412,Bellows Lizard
1413,Belltoll Dragon
1414,Belltower Sphinx
1415,Beloved Chaplain
1416,Benalish Cavalry
1417,Benalish Commander
1418,Benalish Emissary
1419,Benalish Heralds
1420,Benalish Hero
1421,Benalish Honor Guard
1422,Benalish Infantry
1423,Benalish Knight
1424,Benalish Lancer
1425,Benalish Marshal
1426,Benalish Missionary
1427,Benalish Trapper
1428,Benalish Veteran
1429,"Ben-Ben, Akki Hermit"
1430,Bend or Break
1431,Beneath the Sands
1432,Benediction of Moons
1433,Benefaction of Rhonas
1434,Benefactor's Draught
1435,Benevolent Ancestor
1436,Benevolent Bodyguard
1437,Benevolent Offering
1438,Benevolent Unicorn
1439,Benthic Behemoth
1440,Benthic Biomancer
1441,Benthic Djinn
1442,Benthic Explorers
1443,Benthic Giant
1444,Benthic Infiltrator
1445,Benthicore
1446,Bequeathal
1447,Bereavement
1448,Berserk
1449,Berserk Murlodont
1450,Berserkers of Blood Ridge
1451,Berserkers' Onslaught
1452,Beseech the Queen
1453,Besmirch
1454,Bestial Fury
1455,Bestial Menace
1456,Betrayal
1457,Betrayal of Flesh
1458,Betrothed of Fire
1459,Better Than One
1460,Bewilder
1461,Bident of Thassa
1462,Bifurcate
1463,Big Boa Constrictor
1464,Big Game Hunter
1465,Bile Blight
1466,Bile Urchin
1467,Bind
1468,Binding Agony
1469,Binding Grasp
1470,Binding Mummy
1471,B-I-N-G-O
1472,Bioessence Hydra
1473,Biogenic Ooze
1474,Biogenic Upgrade
1475,Biomancer's Familiar
1476,Biomantic Mastery
1477,Biomass Mutation
1478,Bioplasm
1479,Biorhythm
1480,Bioshift
1481,Biovisionary
1482,Birchlore Rangers
1483,Bird Maiden
1484,Birds of Paradise
1485,Birthing Boughs
1486,Birthing Hulk
1487,Birthing Pod
1488,Bishop of Binding
1489,Bishop of Rebirth
1490,Bishop of the Bloodstained
1491,Bishop of Wings
1492,Bishop's Soldier
1493,Bite of the Black Rose
1494,Biting Rain
1495,Biting Tether
1496,Bitter Feud
1497,Bitter Ordeal
1498,Bitter Revelation
1499,Bitterblade Warrior
1500,Bitterblossom
1501,Bitterbow Sharpshooters
1502,Bitterheart Witch
1503,Bituminous Blast
1504,Black Carriage
1505,Black Cat
1506,Black Knight
1507,Black Lotus
1508,Black Mana Battery
1509,Black Market
1510,Black Oak of Odunos
1511,Black Poplar Shaman
1512,Black Scarab
1513,Black Sun's Zenith
1514,Black Vise
1515,Black Ward
1516,Blackblade Reforged
1517,Blackcleave Cliffs
1518,Blackcleave Goblin
1519,Blacker Lotus
1520,Blackmail
1521,Blade Instructor
1522,Blade Juggler
1523,Blade of Selves
1524,Blade of the Bloodchief
1525,Blade of the Sixth Pride
1526,Blade Sliver
1527,Blade Splicer
1528,Bladeback Sliver
1529,Bladebrand
1530,Bladed Bracers
1531,Bladed Pinions
1532,Bladed Sentinel
1533,Blademane Baku
1534,Blades of Velis Vel
1535,Blade-Tribe Berserkers
1536,Bladetusk Boar
1537,Bladewing the Risen
1538,Bladewing's Thrall
1539,Blanchwood Armor
1540,Blanchwood Treefolk
1541,Blanket of Night
1542,Blaring Captain
1543,Blaring Recruiter
1544,Blasphemous Act
1545,Blast from the Past
1546,Blast of Genius
1547,Blast Zone
1548,Blasted Landscape
1549,Blaster Mage
1550,Blastfire Bolt
1551,Blasting Station
1552,Blastoderm
1553,Blatant Thievery
1554,Blaze
1555,Blaze Commando
1556,Blaze of Glory
1557,Blazethorn Scarecrow
1558,Blazing Archon
1559,Blazing Blade Askari
1560,Blazing Effigy
1561,Blazing Hellhound
1562,Blazing Hope
1563,Blazing Salvo
1564,Blazing Shoal
1565,Blazing Specter
1566,Blazing Torch
1567,Blazing Volley
1568,Bleak Coven Vampires
1569,Bleeding Edge
1570,Blessed Alliance
1571,Blessed Breath
1572,Blessed Light
1573,Blessed Orator
1574,Blessed Reincarnation
1575,Blessed Reversal
1576,Blessed Spirits
1577,Blessed Wind
1578,Blessed Wine
1579,Blessing
1580,Blessing of Belzenlok
1581,Blessing of Leeches
1582,Blessing of the Nephilim
1583,Blessings of Nature
1584,Blight
1585,Blight Herder
1586,Blight Keeper
1587,Blight Mamba
1588,Blight Sickle
1589,Blightbeetle
1590,Blightcaster
1591,Blighted Agent
1592,Blighted Bat
1593,Blighted Cataract
1594,Blighted Fen
1595,Blighted Gorge
1596,Blighted Shaman
1597,Blighted Steppe
1598,Blighted Woodland
1599,Blightning
1600,Blightsoil Druid
1601,Blightspeaker
1602,Blightsteel Colossus
1603,Blightwidow
1604,Blind Creeper
1605,Blind Fury
1606,Blind Hunter
1607,Blind Obedience
1608,Blind Phantasm
1609,Blind Seer
1610,Blind with Anger
1611,Blind Zealot
1612,Blindblast
1613,Blinding Angel
1614,Blinding Beam
1615,Blinding Drone
1616,Blinding Flare
1617,Blinding Fog
1618,Blinding Light
1619,Blinding Mage
1620,Blinding Powder
1621,Blinding Souleater
1622,Blinding Spray
1623,Blind-Spot Giant
1624,Blink of an Eye
1625,Blinking Spirit
1626,Blinkmoth Infusion
1627,Blinkmoth Nexus
1628,Blinkmoth Urn
1629,Blinkmoth Well
1630,Blister Beetle
1631,Blistercoil Weird
1632,Blistergrub
1633,Blistering Barrier
1634,Blistering Dieflyn
1635,Blistering Firecat
1636,Blisterpod
1637,Blisterstick Shaman
1638,Blitz Hellion
1639,Blizzard
1640,Blizzard Elemental
1641,Blizzard Specter
1642,Blizzard Strix
1643,Bloated Toad
1644,Blockade Runner
1645,Blockbuster
1646,Flesh // Blood (Blood)
1647,Blood Artist
1648,Blood Bairn
1649,Blood Baron of Vizkopa
1650,Blood Burglar
1651,Blood Celebrant
1652,Blood Clock
1653,Blood Crypt
1654,Blood Cultist
1655,Blood Divination
1656,Blood Feud
1657,Blood for Bones
1658,Blood Frenzy
1659,Blood Funnel
1660,Blood Host
1661,Blood Hound
1662,Blood Knight
1663,Blood Lust
1664,Blood Mist
1665,Blood Moon
1666,Blood Oath
1667,Blood of the Martyr
1668,Blood Ogre
1669,Blood Operative
1670,Blood Pet
1671,Blood Reckoning
1672,Blood Rites
1673,Blood Scrivener
1674,Blood Seeker
1675,Blood Speaker
1676,Blood Sun
1677,Blood Tithe
1678,Blood Tribute
1679,Blood Tyrant
1680,Blood Vassal
1681,Bloodbond March
1682,Bloodbond Vampire
1683,Bloodborn Scoundrels
1684,Bloodbraid Elf
1685,Bloodbriar
1686,Bloodchief Ascension
1687,Blood-Chin Fanatic
1688,Blood-Chin Rager
1689,Bloodcrazed Goblin
1690,Bloodcrazed Hoplite
1691,Bloodcrazed Neonate
1692,Bloodcrazed Paladin
1693,Bloodcurdler
1694,Bloodcurdling Scream
1695,Blood-Cursed Knight
1696,Bloodfell Caves
1697,Bloodfire Colossus
1698,Bloodfire Dwarf
1699,Bloodfire Enforcers
1700,Bloodfire Expert
1701,Bloodfire Infusion
1702,Bloodfire Kavu
1703,Bloodfire Mentor
1704,Bloodflow Connoisseur
1705,Bloodforged Battle-Axe
1706,Bloodfray Giant
1707,Bloodghast
1708,Bloodgift Demon
1709,Bloodhall Ooze
1710,Bloodhall Priest
1711,Bloodhunter Bat
1712,Bloodhusk Ritualist
1713,Bloodied Ghost
1714,Bloodletter
1715,Bloodletter Quill
1716,Bloodline Keeper
1717,Bloodline Necromancer
1718,Bloodline Shaman
1719,Bloodlord of Vaasgoth
1720,Bloodlust Inciter
1721,Bloodmad Vampire
1722,Bloodmark Mentor
1723,Bloodmist Infiltrator
1724,Bloodpyre Elemental
1725,Bloodrage Brawler
1726,Bloodrage Vampire
1727,Bloodrite Invoker
1728,Bloodrock Cyclops
1729,Bloodscale Prowler
1730,Bloodscent
1731,Bloodshed Fever
1732,Bloodshot Cyclops
1733,Bloodshot Trainee
1734,Bloodsoaked Altar
1735,Bloodsoaked Champion
1736,Bloodspore Thrinax
1737,Bloodstained Mire
1738,Bloodstoke Howler
1739,Bloodstone Cameo
1740,Bloodstone Goblin
1741,Bloodsworn Steward
1742,Bloodtallow Candle
1743,Bloodthirsty Aerialist
1744,Bloodthirsty Ogre
1745,Bloodthorn Taunter
1746,Bloodthrone Vampire
1747,Blood-Toll Harpy
1748,Bloodtracker
1749,Bloodwater Entity
1750,Bloom Hulk
1751,Bloom Tender
1752,Blooming Marsh
1753,Blossom Dryad
1754,Blossoming Defense
1755,Blossoming Sands
1756,Blossoming Wreath
1757,Blowfly Infestation
1758,Bludgeon Brawl
1759,Blue Elemental Blast
1760,Blue Mana Battery
1761,Blue Scarab
1762,Blue Sun's Zenith
1763,Blue Ward
1764,Blunt the Assault
1765,Blur of Blades
1766,Blur Sliver
1767,Blurred Mongoose
1768,Blurry Beeble
1769,Blustersquall
1770,Boa Constrictor
1771,Boar Umbra
1772,Board the Weatherlight
1773,Boartusk Liege
1774,Body Double
1775,Body of Jukai
1776,Body Snatcher
1777,Bog Down
1778,Bog Elemental
1779,Bog Glider
1780,Bog Gnarr
1781,Bog Hoodlums
1782,Bog Imp
1783,Bog Initiate
1784,Bog Raiders
1785,Bog Rats
1786,Bog Serpent
1787,Bog Smugglers
1788,Bog Tatters
1789,Bog Witch
1790,Bog Wraith
1791,Bog Wreckage
1792,Bogardan Dragonheart
1793,Bogardan Firefiend
1794,Bogardan Hellkite
1795,Bogardan Lancer
1796,Bogardan Phoenix
1797,Bogardan Rager
1798,Bogbrew Witch
1799,Boggart Arsonists
1800,Boggart Birth Rite
1801,Boggart Brute
1802,Boggart Forager
1803,Boggart Harbinger
1804,Boggart Loggers
1805,Boggart Mob
1806,Boggart Ram-Gang
1807,Boggart Shenanigans
1808,Boggart Sprite-Chaser
1809,Bogstomper
1810,Bog-Strider Ash
1811,Boil
1812,Boiling Blood
1813,Boiling Earth
1814,Boiling Seas
1815,Bojuka Bog
1816,Bojuka Brigand
1817,Bola Warrior
1818,Bolas's Citadel
1819,Bold Defense
1820,Bold Impaler
1821,Boldwyr Heavyweights
1822,Boldwyr Intimidator
1823,Bolrac-Clan Crusher
1824,Bolt Bend
1825,Bolt of Keranos
1826,Boltwing Marauder
1827,Bomat Bazaar Barge
1828,Bomat Courier
1829,Bomb Squad
1830,Bombard
1831,Bomber Corps
1832,Bond Beetle
1833,Bond of Agony
1834,Bond of Discipline
1835,Bond of Flourishing
1836,Bond of Insight
1837,Bond of Passion
1838,Bond of Revival
1839,Bonded Construct
1840,Bonded Fetch
1841,Bonded Horncrest
1842,Bonds of Faith
1843,Bonds of Mortality
1844,Bonds of Quicksilver
1845,Bone Dancer
1846,Bone Dragon
1847,Bone Flute
1848,Bone Harvest
1849,Bone Mask
1850,Bone Picker
1851,Bone Saw
1852,Bone Shaman
1853,Bone Shredder
1854,Bone Splinters
1855,Bone to Ash
1856,Bonebreaker Giant
1857,Boneclad Necromancer
1858,Bonehoard
1859,Boneknitter
1860,Bonescythe Sliver
1861,Boneshard Slasher
1862,Bonesplitter
1863,Bonesplitter Sliver
1864,Bonethorn Valesk
1865,Boneyard Parley
1866,Boneyard Scourge
1867,Boneyard Wurm
1868,Bonfire of the Damned
1869,Bontu the Glorified
1870,Bontu's Last Reckoning
1871,Bontu's Monument
1872,Bonus Round
1873,Booby Trap
1874,Book Burning
1875,Book Devourer
1876,Book of Rass
1877,Boom // Bust (Boom)
1878,Boomerang
1879,Boomflinger
1880,Boompile
1881,Boon of Emrakul
1882,Boon of Erebos
1883,Boon Reflection
1884,Boon Satyr
1885,Boonweaver Giant
1886,Booster Tutor
1887,Borborygmos
1888,Borborygmos Enraged
1889,Border Guard
1890,Border Guardian
1891,Border Patrol
1892,Borderland Behemoth
1893,Borderland Explorer
1894,Borderland Marauder
1895,Borderland Minotaur
1896,Borderland Ranger
1897,Boreal Centaur
1898,Boreal Druid
1899,Boreal Elemental
1900,Boreal Griffin
1901,Boreal Shelf
1902,Boreas Charger
1903,Boris Devilboon
1904,Boros Battleshaper
1905,Boros Challenger
1906,Boros Charm
1907,Boros Cluestone
1908,Boros Elite
1909,Boros Fury-Shield
1910,Boros Garrison
1911,Boros Guildgate
1912,Boros Guildmage
1913,Boros Keyrune
1914,Boros Locket
1915,Boros Mastiff
1916,Boros Reckoner
1917,Boros Recruit
1918,Boros Signet
1919,Boros Swiftblade
1920,Borrowed Grace
1921,Borrowed Hostility
1922,Borrowed Malevolence
1923,"Borrowing 100,000 Arrows"
1924,Borrowing the East Wind
1925,"Boseiju, Who Shelters All"
1926,"Bosh, Iron Golem"
1927,Bösium Strip
1928,Bosk Banneret
1929,Bosom Buddy
1930,Botanical Sanctum
1931,Bottle Gnomes
1932,Bottle of Suleiman
1933,Bottled Cloister
1934,Bottomless Pit
1935,Bottomless Vault
1936,Boulder Salvo
1937,Boulderfall
1938,Bouncing Beebles
1939,Bound // Determined (Bound)
1940,Bound by Moonsilver
1941,Bound in Silence
1942,Bounding Krasis
1943,Boundless Realms
1944,Bounteous Kirin
1945,Bountiful Harvest
1946,Bountiful Promenade
1947,Bounty Agent
1948,Bounty Hunter
1949,Bounty of Might
1950,Bounty of the Hunt
1951,Bounty of the Luxa
1952,Bow of Nylea
1953,Bower Passage
1954,Box of Free-Range Goblins
1955,Brace for Impact
1956,Brackwater Elemental
1957,"Brago, King Eternal"
1958,Brago's Representative
1959,Braid of Fire
1960,"Braids, Cabal Minion"
1961,"Braids, Conjurer Adept"
1962,Braidwood Cup
1963,Braidwood Sextant
1964,Brain Freeze
1965,Brain Gorgers
1966,Brain in a Jar
1967,Brain Maggot
1968,Brain Pry
1969,Brain Weevil
1970,Brainbite
1971,Braingeyser
1972,Brainspoil
1973,Brainstorm
1974,Brainwash
1975,Bramble Creeper
1976,Bramble Elemental
1977,Bramble Sovereign
1978,Bramblecrush
1979,Bramblesnap
1980,Brambleweft Behemoth
1981,Bramblewood Paragon
1982,Branching Bolt
1983,Branchsnap Lorian
1984,Brand
1985,Brand of Ill Omen
1986,Branded Brawlers
1987,Branded Howler
1988,Brass Gnat
1989,Brass Herald
1990,Brass Man
1991,Brass Secretary
1992,Brass Squire
1993,Brassclaw Orcs
1994,Brass's Bounty
1995,Brass-Talon Chimera
1996,Bravado
1997,Brave the Elements
1998,Brave the Sands
1999,Brawl
2000,Brawl-Bash Ogre
2001,Brawler's Plate
2002,Brawn
2003,Brazen Buccaneers
2004,Brazen Freebooter
2005,Brazen Scourge
2006,Brazen Wolves
2007,Breach
2008,Breaching Hippocamp
2009,Breaching Leviathan
2010,Break Asunder
2011,Break of Day
2012,Break Open
2013,Break Through the Line
2014,Breaker of Armies
2015,Breaking // Entering (Breaking)
2016,Breaking Point
2017,Breaking Wave
2018,Breakneck Rider
2019,Breakthrough
2020,Breath of Darigaaz
2021,Breath of Dreams
2022,Breath of Fire
2023,Breath of Fury
2024,Breath of Life
2025,Breath of Malfegor
2026,Breathstealer
2027,Breathstealer's Crypt
2028,Bred for the Hunt
2029,Breeding Pit
2030,Breeding Pool
2031,Breezekeeper
2032,"Breya, Etherium Shaper"
2033,Briar Patch
2034,Briar Shield
2035,Briarberry Cohort
2036,Briarbridge Patrol
2037,Briarhorn
2038,Briarknit Kami
2039,Briarpack Alpha
2040,Briber's Purse
2041,Bribery
2042,Bridge from Below
2043,Bright Reprisal
2044,Brightflame
2045,Brighthearth Banneret
2046,Brightling
2047,Brightstone Ritual
2048,Brightwood Tracker
2049,"Brigid, Hero of Kinsbaile"
2050,Brilliant Halo
